Record,Field,User,Datetime,Comment
586,ae_outcome1_vax_n,sundaram.maria.marshfieldresearch.org,"2025-08-06 13:44:34","Number of people in *coadministration* group"
589,ae_outcome1_em_ci,ulric063,"2025-08-25 17:44:00","Not estimable"
589,ae_outcome1_em_value,ulric063,"2025-08-25 17:43:46","Not estimable"
589,ae_outcome1_unvax_n,ulric063,"2025-08-25 17:42:45","Number with sequential vaccination"
589,ae_outcome1_vax_n,ulric063,"2025-08-25 17:42:32","Number with concomitant vaccination with PPSV-23"
589,coadmin_ae_describe,ulric063,"2025-08-25 17:33:51","Adjusted IRR compared to sequential administration"
590,population,abersm.gmail.com,"2025-08-02 10:55:45","Age criteria (for study inclusion) not mentioned. Age range of patients in study 2-41 years"
591,domain_ae_include_vax,abersm.gmail.com,"2025-08-02 10:48:34","Ad26.COV2.S and NVX-CoV2373 also included in study but no IRR calculated for these vaccines (0 PMR cases for these vaccines. Total number who received these vaccines not mentioned)."
591,population,abersm.gmail.com,"2025-08-02 10:50:13","Age >= 50"
591,population_disagg,abersm.gmail.com,"2025-08-02 10:50:54","Age not disaggregated by vaccine type."
594,rob_outcome_ve,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-07 22:13:27","long COVID"
595,rob_outcome_epi,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-09-07 22:25:47","death while hospitalized for COVID or influenza"
598,rob_outcome_ae,joseph.ladines-lim.pennmedicine.upenn.edu,"2025-08-29 16:04:50","I selected myocarditis but stroke was also evaluated"
601,immunocomp_describe,stodd046,"2025-08-22 14:14:24",""" These underlying
medical conditions included diabetes, hypertension, heart disease, chronic
pulmonary conditions, weakened immune system, cancer, kidney failure,
and a body mass index (BMI) >30"""
601,nos_coh_1,ulric063,"2025-09-21 16:24:18","a cohort of 5079 participants from a
prospective observational trial of individuals in the PerMed study +anonymized EHRs of 250,000 randomly selected members of MHS who were members throughout the entire period"
602,nos_xs_3,ejholmes,"2025-08-29 12:34:45","VSD verification acceptable"
605,date_end_year,abersm.gmail.com,"2025-07-31 11:03:14","This is the end date for Bell's palsy diagnosis. End date for vaccination is 3/1/2022"
607,design,abersm.gmail.com,"2025-07-31 11:14:42",Survey
610,ae_outcome1_otherinfo_yn,abersm.gmail.com,"2025-08-02 11:12:48","Age, sex, time to onset (after vaccination), whether MRI/echo abnormal, whether troponin elevated"
610,ae_outcome1_otherinfo_yn_v2,abersm.gmail.com,"2025-08-02 11:16:32","Age, sex, time to onset (after vaccination), whether MRI/echo abnormal, whether troponin elevated"
610,design,abersm.gmail.com,"2025-08-02 11:09:06","Retrospective study of myopericarditis, myocarditis, and pericarditis"
610,population_disagg,abersm.gmail.com,"2025-08-02 11:11:26","Individual patient data provided"
612,nos_coh_1,calba1.mgh.harvard.edu,"2025-09-16 08:39:39","Exposed cohort self-selected into the study: ""...based on their willingness to be vaccinated..."""
612,nos_coh_5,scottja.stanford.edu,"2025-09-16 01:25:00","study controls for sex the most"
612,nos_coh_6,calba1.mgh.harvard.edu,"2025-09-16 08:36:28","This is for primary AE outcome as defined on previous page. Independent blind assessment for other outcomes like kidney graft function."
612,nos_coh_8,calba1.mgh.harvard.edu,"2025-09-16 08:38:15","For study diary component, ~86% (79/91 among vaccinated and 31/36 unvaccinated) completed diaries."
613,nos_cc_4,ulric063,"2025-09-25 20:54:15","Updating to 'no history of disease' to align with guidance"
614,population_disagg,abersm.gmail.com,"2025-07-31 11:22:49","Not disaggregated by specific vaccine"
615,nos_cc_2,moat0011,"2025-09-04 17:00:57","ntinel hospitals were
requested to collect pharyngeal swabs each week from ≥20 patients
with ILI who visited the outpatient clinic within 3 days of illness onset."
615,nos_cc_4,ulric063,"2025-09-25 20:52:37","Updating to 'no history of disease' to align with guidance"
615,population,moat0011,"2025-08-25 13:28:31","0-5y
6-18y
19-59y
>=60y"
615,ve_adult_vax_n,moat0011,"2025-08-25 14:02:01",19y-59y
615,ve_child_vax_n,moat0011,"2025-08-25 13:44:20",6y-18y
615,ve_elder_vax_n,moat0011,"2025-08-25 14:03:13",>=60y
615,ve_infant_vax_n,moat0011,"2025-08-25 13:40:12",0-5y
616,coadmin_vax_prime,flemi644,"2025-08-25 15:34:22","Non U.S. licensed, but comparable"
616,population,flemi644,"2025-08-25 15:33:25","Adults 60+"
617,ve_adult_em,ulric063,"2025-08-25 16:33:09","stratified into 2 age groups: 
18-49: 39 (36-41)
50-64: 27 (23-30)"
617,ve_adult_em_adj,ulric063,"2025-08-25 16:33:13","stratified into 2 age groups:
18-49: 36
50-64: 30"
617,ve_adult_em_ci,ulric063,"2025-08-25 16:33:17","stratified into 2 age groups:
18-49: 46-50
50-64: 33-39"
617,ve_adult_unvax_n,ulric063,"2025-08-25 16:33:00","stratified into 2 age groups: 
18-49: 189129
50-64: 96148"
617,ve_adult_unvax_y,ulric063,"2025-08-25 16:33:04","stratified into 2 age groups: 
18-49: 36171
50-64: 28579"
617,ve_adult_vax_n,ulric063,"2025-08-25 16:31:42","stratified into 2 age groups: 
18-49: 26435
50-64: 10861"
617,ve_adult_vax_y,ulric063,"2025-08-25 16:31:48","stratified into 2 age groups: 
18-49: 3334
50-64: 2575"
618,ve_adult_em,moat0011,"2025-08-25 17:19:41","VE 18-49y: 42 (41-44)
VE 50-64y: 30(27-32)"
618,ve_adult_vax_n,moat0011,"2025-08-25 17:17:22","Combined the 18-49 and 50-64 subgroups here"
619,ve_child_em,ejholmes,"2025-08-25 16:28:18","For 2023-24 season; Flu A&B"
619,ve_child_vax_n,moat0011,"2025-08-25 14:56:21","3-9y; VE= 41% (95% CI: 34-47)
9-< 18; VE= 23% (-3-43)"
619,ve_infant_vax_n,moat0011,"2025-08-25 14:54:01","0.5-< 3y"
619,ve_overall_em,ejholmes,"2025-08-25 16:29:50","Across all flu seasons (2021-2024); Flu A&B"
620,nos_xs_1,ejholmes,"2025-09-06 15:50:13","Voluntary parent recruitment via text message; selection bias likely high"
620,nos_xs_2,ejholmes,"2025-09-06 15:50:21","~20% response rate"
620,nos_xs_3,ejholmes,"2025-09-06 15:50:41","Parent self-report"
621,ve_comparator1,scottja.stanford.edu,"2025-08-26 01:55:30","The study compared those who received an updated dose to a group of patients who did not receive an updated dose. This group included both patients who had received previous COVID-19 vaccine doses and those who had never received a dose."
621,ve_outcome_num,scottja.stanford.edu,"2025-08-26 02:07:10","The study evaluated a composite outcome of invasive mechanical ventilation or death. However, the results presented for this outcome are adjusted odds ratios comparing the JN lineage to the XBB lineage, not a direct VE against an unvaccinated group."
621,ve_overall_em_adj,scottja.stanford.edu,"2025-08-26 02:02:09","The study also provides data for the JN lineage. The adjusted VE against JN lineage hospitalization was 32.7% (95% CI, 1.9-53.8%). The number of vaccinated cases was 38, and the number of vaccinated controls was 844."
621,ve_overall_vax_n,scottja.stanford.edu,"2025-08-26 02:01:00","XBB lineage"
623,nos_xs_1,ejholmes,"2025-09-06 15:53:50","VAERS - voluntary reporting, not independently verified"
623,nos_xs_3,ejholmes,"2025-09-06 15:54:24","Outcomes not verified by HC provider or considered causal"
627,ve_child_vax_n,emeyerowit.montefiore.org,"2025-08-11 21:09:38","Total ""catch up"" cohort, including premies"
627,ve_infant_vax_n,emeyerowit.montefiore.org,"2025-08-11 21:09:20","""total ""born during season"" cohort"" including premies"
628,population,moat0011,"2025-08-25 13:12:35",">=80 years"
628,ve_elder_vax_n_2,arpey001,"2025-08-26 10:59:59","Only full vaccine, not partial"
628,ve_elder_vax_y_2,arpey001,"2025-08-26 11:05:57","Only full vaccine group"
629,ve_overall_em,ncmccann.bu.edu,"2025-08-11 22:00:37",adjusted
629,ve_overall_em_2,ncmccann.bu.edu,"2025-08-11 22:02:22",adjusted
629,ve_timeline,scottja.stanford.edu,"2025-08-11 23:52:33","""Eligible infants could therefore be aged between0 and 5 months."" ""This study evaluating the effectiveness of RSVpreF
maternal vaccination within the first 5 months of
national implementation indicated that vaccination was
effective against RSV-associated ALRI leading to hospitalisation. """
630,epi_hospitalization_rsv,ncmccann.bu.edu,"2025-08-12 10:55:51","hospitalizations / infections; summed table 1 numbers to get overall %"
630,epi_hospitalization_rsv,flemi644,"2025-08-12 11:24:54","added per 100K rates"
630,epi_ifr_rsv,ncmccann.bu.edu,"2025-08-12 10:58:27","in-hospital mortality / total infections (would miss mortality outside of hospital)"
630,epi_ifr_rsv,flemi644,"2025-08-12 11:25:07","added per 100k rates"
630,epi_sample_rsv,ncmccann.bu.edu,"2025-08-12 10:53:37","1660 total identified with infections (CD+ALF+SNF); incidence rates are calculated from broader population data"
631,ve_adult_em,ncmccann.bu.edu,"2025-08-11 22:28:44",adjusted
631,ve_overall_unvax_n_3,scottja.stanford.edu,"2025-08-12 00:28:57","2,506 pregnant + 43,671 non-pregnant"
631,ve_overall_unvax_y_3,scottja.stanford.edu,"2025-08-12 00:29:06","862 pregnant + 11,769 non-pregnant"
631,ve_overall_vax_n_3,scottja.stanford.edu,"2025-08-12 00:28:20","1,033 pregnant + 14,038 non-pregnant"
631,ve_overall_vax_y_3,scottja.stanford.edu,"2025-08-12 00:28:35","249 pregnant + 2,114 non-pregnant"
631,ve_overall_yn_3,ncmccann.bu.edu,"2025-08-11 22:34:46","Added this under its own outcome for combined urgent care and ED visits b/c the overall population estimate for non preg + preg women is not stratified by visit type"
633,ae_incidence_yn,stodd046,"2025-08-25 11:42:29","Events/person days = 34/14930"
633,ae_incidence_yn_2,stodd046,"2025-08-25 11:42:51","Events/person days = 71/40130"
633,ae_incidence_yn_2_v2,stodd046,"2025-08-25 11:48:42","Events/person days = 51/26093"
633,ae_incidence_yn_3,stodd046,"2025-08-25 11:43:20","Events/person days = < 20/7897"
633,ae_incidence_yn_3_v2,stodd046,"2025-08-25 11:49:56","Events/person days = 0/784"
633,ae_incidence_yn_4,stodd046,"2025-08-25 11:46:35","Events/person days = < 20/3047"
633,ae_incidence_yn_4_v2,stodd046,"2025-08-25 11:51:48","Events/person days = < 20/1475"
633,ae_incidence_yn_v2,stodd046,"2025-08-25 11:48:02","Events/person days = < 20/7897"
633,ae_outcome_4,stodd046,"2025-08-25 11:44:47",Myo/pericarditis
633,date_start_month,stodd046,"2025-08-25 11:39:44","study start date, patient selection occurred 9/23-6/24"
633,nos_xs_1,moat0011,"2025-09-08 11:49:09","National COVID Cohort Collaborative"
633,nos_xs_2,ulric063,"2025-09-13 16:08:48","""Furthermore, our study leveraged the N3C database, which
includes data from over 2 million patients across more than 70 institutions nationwide, to construct a cohort of over 240,000 patients-
ensuring a sufficient sample size to detect rare vaccine-associated adverse events. """
633,nos_xs_3,moat0011,"2025-09-08 11:51:02","No description of outcome evaluation"
633,nos_xs_3,nebasta,"2025-09-27 23:01:15","""We identified these events using standard concept IDs for specific disease codes (see Supplementary Table 1)"" and ""Records of specific outcomes from outpatient, inpatient, and emergency department settings were all retrieved from the dataset."""
634,nos_xs_1,moat0011,"2025-09-08 11:23:13","Volunteers; no further description of where found/sourced"
634,nos_xs_2,moat0011,"2025-09-08 11:23:31","No justification"
634,nos_xs_3,ulric063,"2025-09-13 15:52:24","Did not assess outcome among people who became infected with COVID-19 during the study

Outcome measurement not consistent time frame: ""The examination data of the patients within nearly one week before the vaccination as a control group and the data within the earliest 2 months after the second dose of vaccination were evaluated and compared."""
634,rob_type,ulric063,"2025-09-13 15:49:11","Pre- and post-vaccination measurements. Cases serve as their own controls"
635,nos_xs_1,ejholmes,"2025-09-06 19:44:36","Vigibase - WHO pharmacovigilance; mix of voluntary reporting w/o verification"
635,nos_xs_2,ejholmes,"2025-09-06 19:44:59","Large dataset, but sample unjustified"
635,nos_xs_3,ejholmes,"2025-09-06 19:45:18","Not independently verified clinical outcome"
635,virus,scottja.stanford.edu,"2025-08-14 23:12:03","The covid vaccine data wasn't disaggregated and the highest signal was for flu vaccines, which I entered as a comment."
636,exclude,scottja.stanford.edu,"2025-08-12 00:49:02","This meets our protocol criteria, in my opinion."
636,exclude,emeyerowit.montefiore.org,"2025-08-12 06:35:07",Agree
636,rob_type,nebasta,"2025-09-09 10:41:41","Contacted Caitlin to mark this high risk of bias - case series without a comparator"
637,rob2_data1,nebasta,"2025-09-07 19:34:18","Fig 2 shows more participants were lacking outcomes in the sequential group"
637,rob2_interv6,nebasta,"2025-09-07 19:30:42","""Immunogenicity analyses were conducted on the ""per protocol"" population, which consisted of all randomized participants without protocol deviations that may substantially affect results of the immunogenicity endpoints."""
638,date_end_month,flemi644,"2025-08-15 17:34:28","Date cutoff October 2024 (methods->assessments)"
638,domain_ae_include_list,flemi644,"2025-08-15 17:35:47","Myocarditis/pericarditis was monitored as an AESI; none reported"
638,rob_screen1,nebasta,"2025-09-06 18:14:04","""single-arm study"" - follow-up to an RCT but enrolled only a subset of previous participants and all got same intervention. No attempt to control of confounding for the AE assessments, either"
639,domain_ae_include_yn,ulric063,"2025-08-20 13:19:49","19 participants excluded for severe adverse events leading to hospitalization within 7 days of vaccination. Not disaggregated by vaccine type. (respiratory distress (n=4), kidney failure (n=2), chest pain & cardiac problem (n=7), severe anaphylactic shock (n=5))."
639,nos_coh_1,ejholmes,"2025-09-06 21:21:49",HCWs
639,nos_coh_7,ejholmes,"2025-09-06 21:32:45","7 days"
639,population,ulric063,"2025-08-20 13:10:26","Adults over the age of 18; unclear if/how many participants were >65"
640,coadmin_ae_describe,ulric063,"2025-08-20 14:23:42","Authors report: Data mining detected no new safety signals, and comparative analysis revealed that co-administration safety aligned with clinical trial profiles and monotherapy (influenza/
RZV alone), showing no elevated risks."
640,coadmin_ae_yn,ulric063,"2025-08-20 14:34:45","No statistical test of the association, so selecting ""yes"" here to provide detailed count data aon each outcome below. Authors report: Data mining detected no new safety signals, and comparative analysis revealed that co-administration safety aligned with clinical trial profiles and monotherapy (influenza/
RZV alone), showing no elevated risks."
640,coadmin_outcome_other,ulric063,"2025-08-20 14:26:57","Authors report: Data mining detected no new safety signals, and comparative analysis revealed that co-administration safety aligned with clinical trial profiles and monotherapy (influenza/
RZV alone), showing no elevated risks."
640,design,ulric063,"2025-08-20 13:58:26","Data mining using VAERS reports"
640,rob_outcome_ae,ejholmes,"2025-08-29 12:49:15","myocarditis also included"
640,rob_screen2,ejholmes,"2025-08-29 12:54:49","Some results stratified"
641,ae_outcome,ulric063,"2025-08-21 17:37:20","Pericarditis was presented as a separate outcome:
8 events /77,417 PY with JN1
338 events /1,310,773 PY without JN1
IRR: 0.42 (0.20-0.89)"
641,ae_outcome1_unvax_n_2,ulric063,"2025-08-21 17:39:10","denominator is person-years"
641,ae_outcome1_unvax_n_3,ulric063,"2025-08-21 17:41:34","denominator is person-years"
641,ae_outcome1_vax_n,ulric063,"2025-08-21 17:32:57","Denominator is 77,489 person-years"
641,ae_outcome1_vax_n_2,ulric063,"2025-08-21 17:38:45","denominator is person-years"
